symbol,gene_id,treatment_splicing_P,time_splicing_P,treatment_over_time_splicing_P,flag_treatment_splicing_P05,flag_time_splicing_P05,flag_trt_over_time_splicing_P05
Dsim\Act88F,FBgn0012823,0.43659295241596,0.49402796547527,0.74784796784058,0,0,0
Dsim\Adhr,FBgn0012825,0.00043636080508,0.14164696056764,0.99251975129783,1,0,0
Dsim\Amy-d,FBgn0012826,,,,0,0,0
Dsim\Amy-p,FBgn0012827,,,,0,0,0
Dsim\Est-6,FBgn0012832,0.06570633106213,0.40776884398517,0.40776884398517,0,0,0
Dsim\Gpdh,FBgn0012837,0.63001022999646,0.75289494897669,0.9828661066493,0,0,0
Dsim\GstD1,FBgn0012838,0.00006333816406,0.04935505838191,0.23643122615529,1,1,0
Dsim\Hsp83,FBgn0012840,,,,0,0,0
Dsim\Mlc1,FBgn0012844,0.67273462536126,0.69581420616534,0.13946472922054,0,0,0
Dsim\MtnA,FBgn0012845,0.16800673809342,0.14106822196513,0.14106822196513,0,0,0
Dsim\N,FBgn0012846,0.12981061286408,0.99537871517612,0.01720579650312,0,0,1
Dsim\Pgd,FBgn0012849,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\Rdl,FBgn0012851,0.96627507335918,0.99900640300373,0.00227097440045,0,0,1
Dsim\Sod,FBgn0012854,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\Yp2,FBgn0012859,,,,0,0,0
Dsim\Zw,FBgn0012860,0.00030479270943,0.9104289641748,0.50017685430523,1,0,0
Dsim\ci,FBgn0012866,0.30317111976387,0.1504386949106,0.77457286277053,0,0,0
Dsim\tra,FBgn0012901,0.14982627702942,0.45130912702315,0.17104679201706,0,0,0
Dsim\w,FBgn0012902,,,,0,0,0
Dsim\z,FBgn0012904,0.41562777283279,0.00096065202349,0.00520315142846,0,1,1
Dsim\Gld,FBgn0013875,0.74239190675179,0.48454491021023,0.26075147942851,0,0,0
Dsim\ref(2)P,FBgn0013883,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\v,FBgn0013884,0.67448565726535,0.92536373341554,0.98702420478975,0,0,0
Dsim\Dl,FBgn0014814,0.51631951268708,0.82224052457984,0.78383412672292,0,0,0
Dsim\r,FBgn0015169,0.08980602415097,0.5386484498973,0.97923752347912,0,0,0
Dsim\Top2,FBgn0015670,0.0292224281023,0.98227108885185,0.81225317457736,1,0,0
Dsim\dpp,FBgn0015673,0.03965391897161,0.57440819834022,0.41366818045227,1,0,0
Dsim\Ddc,FBgn0016334,0.2984130731051,0.65392766575262,0.00009863887017,0,0,1
Dsim\Lsp1gamma,FBgn0016340,,,,0,0,0
Dsim\Sxl,FBgn0016343,0.45981791562215,0.66280248940568,0.1421719061413,0,0,0
Dsim\h,FBgn0016346,0.12998655670816,0.99399752475813,0.31516463825086,0,0,0
Dsim\janA,FBgn0016348,0.09683413313749,0.34043901914763,0.43819145195482,0,0,0
Dsim\run,FBgn0016352,0.5720156379987,0.3906913227509,0.92502888805813,0,0,0
Dsim\ry,FBgn0016353,0.02333313170456,0.06674545232171,0.64796527582811,1,0,0
Dsim\twi,FBgn0016355,,,,0,0,0
Dsim\up,FBgn0018225,0.73824470247735,0.15064875345575,0.3970755781816,0,0,0
Dsim\ey,FBgn0018281,0.88608905978864,0.15485007077617,0.4823662247335,0,0,0
Dsim\amd,FBgn0018304,0.01255805485542,0.88793144493317,0.26467329767665,1,0,0
Dsim\Acph-1,FBgn0018327,0.47055351980413,0.80095035562689,0.6811806558992,0,0,0
Dsim\tim,FBgn0020076,0.57248465134617,0.06585120852325,0.95301045881547,0,0,0
Dsim\boss,FBgn0020078,0.0054050996804,0.00240144731742,0.84897809963205,1,1,0
Dsim\Sry-alpha,FBgn0020081,,,,0,0,0
Dsim\Men,FBgn0020700,0.36427660267662,0.36205949053067,0.36205949053067,0,0,0
Dsim\Hex-C,FBgn0021123,0.40511154934654,0.49851993465245,0.07026656704983,0,0,0
Dsim\Hsp70Ab,FBgn0022481,,,,0,0,0
Dsim\Hsp70Aa,FBgn0022482,,,,0,0,0
Dsim\Cat,FBgn0022505,0.56359778486226,0.66750358426353,0.66750358426353,0,0,0
Dsim\Ace,FBgn0022516,0.56984324734067,0.97945737542757,0.03904810279616,0,0,1
Dsim\ATPsyn-beta,FBgn0022517,,,,0,0,0
Dsim\Cyp4d2,FBgn0024395,0.76087780568527,0.58446124930788,0.93138304019849,0,0,0
Dsim\Cyp4d1,FBgn0024396,0.30304305046416,0.76406717115787,0.11491758275411,0,0,0
Dsim\prod,FBgn0024778,0.59277411104246,0.56563110312739,0.41987211393968,0,0,0
Dsim\sima,FBgn0025029,0.04987011799037,0.77381256486607,0.64426273475744,1,0,0
Dsim\pros,FBgn0025030,0.46300639294725,0.12578021686098,0.99840753280922,0,0,0
Dsim\pnt,FBgn0025031,0.51771694426479,0.43932979110391,0.61264893596807,0,0,0
Dsim\msi,FBgn0025033,0.03938628856243,0.40574604006465,0.2210636642142,1,0,0
Dsim\Tpi,FBgn0025034,0.3770492570465,0.4360892459056,0.69154399119166,0,0,0
Dsim\Src64B,FBgn0025035,0.88428952986638,0.13522721860701,0.87503615399159,0,0,0
Dsim\LanB2,FBgn0025036,0.43695030665011,0.17475595559185,0.01802816102274,0,0,1
Dsim\CecA1,FBgn0025039,0.92542355282139,0.11645415476572,0.04820257120956,0,0,1
Dsim\Cdc37,FBgn0025042,0.00101408292113,0.82117247731357,0.6817461695663,1,0,0
Dsim\GD24185,FBgn0025651,0.11067344221191,0.29921151869039,0.05532989518704,0,0,0
Dsim\Su(H),FBgn0027417,0.20898426074701,0.04215997296222,0.08954926117177,0,1,0
Dsim\anon-EST:fe1E9,FBgn0027801,0.84169001834295,0.28506512910973,0.63691340194657,0,0,0
Dsim\anon-EST:fe1A3,FBgn0027802,0.63908102666594,0.72818236585583,0.52576299910641,0,0,0
Dsim\Desat1,FBgn0027803,0.34000778890621,0.11869276018457,0.49688291371549,0,0,0
Dsim\alpha-Est4,FBgn0027806,,,,0,0,0
Dsim\GD14652,FBgn0028445,,,,0,0,0
Dsim\Su(P),FBgn0028446,0.55834917909821,0.27028917537481,0.43832791929231,0,0,0
Dsim\Tl,FBgn0028769,0.75306499343975,0.00148843945934,0.51470584050348,0,1,0
Dsim\Tehao,FBgn0028770,0.58472371386301,0.36187938362794,0.66151320838918,0,0,0
Dsim\sta,FBgn0029243,0.09108718956195,0.04297782636715,0.05483921959128,0,1,0
Dsim\Rel,FBgn0029245,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\Ras85D,FBgn0029246,0.87003186127743,0.00717990769321,0.22787130064519,0,1,0
Dsim\Ras64B,FBgn0029247,0.05391492078267,0.00643689595803,0.01176086426349,0,1,1
Dsim\R,FBgn0029248,0.65811891566404,0.27071798672653,0.02063346316291,0,0,1
Dsim\RpL32,FBgn0040418,0.67532667171336,0.71260252846511,0.19003284077539,0,0,0
Dsim\crm,FBgn0041270,0.39562254649852,0.68955871519754,0.5093586128148,0,0,0
Dsim\tld,FBgn0041655,,,,0,0,0
Dsim\sqh,FBgn0041656,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\sog,FBgn0041657,0.75458017592776,0.9702772268033,0.21854655822457,0,0,0
Dsim\pit,FBgn0041658,0.0587688082914,0.16646548777554,0.60543228929058,0,0,0
Dsim\mira,FBgn0041661,0.72368065123913,0.24267923859875,0.02210798310604,0,0,1
Dsim\mei-9,FBgn0041662,0.376052501159,0.80291567186507,0.13712277350294,0,0,0
Dsim\mei-218,FBgn0041663,0.92295158420459,0.1576450561788,0.20420952832051,0,0,0
Dsim\hyd,FBgn0041664,0.32629041817482,0.67162348101161,0.0151176286833,0,0,1
Dsim\fzo,FBgn0041665,0.31715132256123,0.59904773946039,0.9896290545834,0,0,0
Dsim\bnb,FBgn0041666,0.03531432762631,0.24401583150462,0.24401583150463,1,0,0
Dsim\T-cp1,FBgn0041667,0.87980592637759,0.34274537300526,0.90952749257282,0,0,0
Dsim\Osbp,FBgn0041668,,,,0,0,0
Dsim\Hsc70-4,FBgn0041669,,,,0,0,0
Dsim\Cen190,FBgn0041670,0.87613388873884,0.75877272128844,0.90378792454087,0,0,0
Dsim\AP-50,FBgn0041673,0.67760006410053,0.75850068008793,0.42531750948462,0,0,0
Dsim\Pbprp3,FBgn0041892,0.22257904187452,0.82977917284791,0.54571722093465,0,0,0
Dsim\Acp36DE,FBgn0041931,,,,0,0,0
Dsim\Hsp70Bb,FBgn0042853,,,,0,0,0
Dsim\Hsp70Ba,FBgn0042854,,,,0,0,0
Dsim\EG:EG0007.9,FBgn0042857,0.56183409171794,0.46903488843044,0.5598852140454,0,0,0
Dsim\EG:EG0007.7,FBgn0042858,0.15688575739529,0.89859490361763,0.79625619072093,0,0,0
Dsim\fru,FBgn0043395,0.06791134626229,0.8989321400738,0.59338428493979,0,0,0
Dsim\kni,FBgn0044187,0.00400024991664,0.51344470426483,0.010054962678,1,0,1
Dsim\en,FBgn0044189,0.0939483312197,0.01576149439913,0.0974872332544,0,1,0
Dsim\cid,FBgn0044191,,,,0,0,0
Dsim\Sr-CI,FBgn0044195,0.51039189414001,0.03178603182321,0.1500640711742,0,1,0
Dsim\Idgf3,FBgn0044199,0.72675670875966,0.72485460235531,0.0016737095264,0,0,1
Dsim\Idgf1,FBgn0044200,0.65811891566404,0.27071798672653,0.02063346316291,0,0,1
Dsim\lectin-46Ca,FBgn0045530,0.6083367779546,0.5171250705875,0.3514439069776,0,0,0
Dsim\Vha68-1,FBgn0045541,0.50768593082542,0.11979404967549,0.38469696517388,0,0,0
Dsim\Sry-delta,FBgn0045545,,,,0,0,0
Dsim\RNaseX25,FBgn0045558,,,,0,0,0
Dsim\Hem,FBgn0045567,0.61651099676225,0.06672592485883,0.77133617433877,0,0,0
Dsim\GD23509,FBgn0045586,0.00405264215484,0.31636108577929,0.31636108577929,1,0,0
Dsim\trus,FBgn0045611,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD11280,FBgn0045613,0.98295780440407,0.13849595105214,0.9007291766773,0,0,0
Dsim\GD20911,FBgn0045627,,,,0,0,0
Dsim\GD22660,FBgn0045644,,,,0,0,0
Dsim\GD19871,FBgn0045660,,,,0,0,0
Dsim\rux,FBgn0046909,0.03611845901362,0.0023558638016,0.29720546054913,1,1,0
Dsim\Gel,FBgn0046913,0.83188130711166,0.30342524882139,0.92457051976792,0,0,0
Dsim\CkIIalpha,FBgn0046914,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\AttC,FBgn0046916,0.74686803943696,0.82299371580533,0.74352854721696,0,0,0
Dsim\AttB,FBgn0046917,0.00362981885738,0.04165854209636,0.00211480381178,1,1,1
Dsim\AttA,FBgn0046918,0.16403410588294,0.17926772823291,0.57550178742389,0,0,0
Dsim\Ama,FBgn0046919,,,,0,0,0
Dsim\plexA,FBgn0061237,0.94929933313825,0.69340692928515,0.21720841721156,0,0,0
Dsim\Sox102F,FBgn0061239,0.2870531897063,0.32734266535259,0.10225862411686,0,0,0
Dsim\GD24370,FBgn0061243,,,,0,0,0
Dsim\Sry-beta,FBgn0062291,,,,0,0,0
Dsim\phl,FBgn0063982,0.96526568037999,0.3896923513492,0.95607049500403,0,0,0
Dsim\ksr,FBgn0063983,,,,0,0,0
Dsim\drk,FBgn0063984,0.02243681660899,0.56971051012695,0.90424547771407,1,0,0
Dsim\Syx4,FBgn0063990,0.01664761812499,0.09659170059736,0.187303839623,1,0,0
Dsim\Sos,FBgn0063991,0.94500897851492,0.82444879808634,0.57204764107816,0,0,0
Dsim\EG:100G7.6,FBgn0063992,0.9629847978283,0.94548622057718,0.723153116411,0,0,0
Dsim\EG:100G10.2,FBgn0063993,0.62908746783524,0.11382488019503,0.37458864537396,0,0,0
Dsim\Dsor1,FBgn0063994,0.00055902679836,0.9257686934505,0.09859935647882,1,0,0
Dsim\GD24605,FBgn0063996,0.06294806531936,0.44444796945472,0.12471922954356,0,0,0
Dsim\BcDNA:GH10711,FBgn0063997,0.89347219289548,0.13862790373581,0.15745221555627,0,0,0
Dsim\rhi,FBgn0064354,0.55988614882516,0.20650437479626,0.80286599262548,0,0,0
Dsim\mus209,FBgn0064355,0.06576953835114,0.64184193740224,0.70589766886809,0,0,0
Dsim\crq,FBgn0064356,0.42549374234943,0.66030644245165,0.55563024031398,0,0,0
Dsim\RpS18,FBgn0064360,0.09081063153745,0.02273813319499,0.28891788211919,0,1,0
Dsim\Crz,FBgn0064364,0.4210971630723,0.30333806571549,0.18999571713089,0,0,0
Dsim\GD10957,FBgn0064367,,,,0,0,0
Dsim\Nup98,FBgn0066160,0.15754649618545,0.7295452154183,0.29642947199845,0,0,0
Dsim\Mtk,FBgn0066161,,,,0,0,0
Dsim\Hsf,FBgn0066162,0.34772291668032,0.29850980775173,0.37520017894937,0,0,0
Dsim\Hop,FBgn0066163,0.37546037556681,0.88757912833125,0.00007896284934,0,0,1
Dsim\Hmr,FBgn0066164,0.06324831749953,0.32022814007314,0.03710115828348,0,0,1
Dsim\Dro,FBgn0066165,,,,0,0,0
Dsim\DnaJ-1,FBgn0066166,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\Def,FBgn0066167,,,,0,0,0
Dsim\CHIP,FBgn0066168,0.5383133228185,0.94265083230442,0.67464123408495,0,0,0
Dsim\GD22122,FBgn0066169,0.19354877655508,0.17501518661775,0.17501518661775,0,0,0
Dsim\GD16651,FBgn0066170,0.029325090525,0.03506988599486,0.0467907008292,1,1,1
Dsim\Trap100,FBgn0067157,0.79513521334591,0.10574700796167,0.68781117100129,0,0,0
Dsim\Os-E,FBgn0067158,0.75240854582373,0.47042327337498,0.45764309831575,0,0,0
Dsim\CoVa,FBgn0067172,,,,0,0,0
Dsim\GD23418,FBgn0067177,0.41598156432198,0.77671571373595,0.84011600771675,0,0,0
Dsim\tub,FBgn0067487,0.00399745113568,0.35479369739639,0.03628309412157,1,0,1
Dsim\spz,FBgn0067488,0.1005237289854,0.32838297779532,0.69570342748123,0,0,0
Dsim\pho,FBgn0067492,0.74715419219494,0.30888393747421,0.99347370819854,0,0,0
Dsim\pan,FBgn0067493,0.67856551459151,0.5901280500668,0.9984011130713,0,0,0
Dsim\nec,FBgn0067495,0.99202055853409,0.43407123519813,0.06717843266952,0,0,0
Dsim\key,FBgn0067496,0.12514405280682,0.22052932674491,0.99893697576884,0,0,0
Dsim\ird5,FBgn0067497,0.71521961425955,0.07231813589297,0.01980839220152,0,0,1
Dsim\imd,FBgn0067498,,,,0,0,0
Dsim\dl,FBgn0067500,0.8081377894778,0.01661069086773,0.65934039186231,0,1,0
Dsim\cact,FBgn0067503,0.89578290504719,0.68488199687185,0.40706000497942,0,0,0
Dsim\bap,FBgn0067504,,,,0,0,0
Dsim\TpnC47D,FBgn0067505,0.57458221568463,0.61035568332717,0.40422866643936,0,0,0
Dsim\Thor,FBgn0067508,0.69037542733696,0.78339395305504,0.6942658753768,0,0,0
Dsim\Tak1,FBgn0067510,0.93475794535767,0.27297570503348,0.19535021922035,0,0,0
Dsim\RhoGAP1A,FBgn0067513,0.09352623854576,0.03893341020983,0.13997537384853,0,1,0
Dsim\PGRP-SA,FBgn0067516,0.20725295932152,0.00931804481857,0.66542354527832,0,1,0
Dsim\PGRP-LA,FBgn0067517,0.92827688246427,0.75855938605609,0.75159668120025,0,0,0
Dsim\Mvl,FBgn0067519,0.87248880402812,0.77915396516229,0.25878169309925,0,0,0
Dsim\GNBP1,FBgn0067523,0.00735882212073,0.89393459588634,0.14181668644381,1,0,0
Dsim\Dredd,FBgn0067524,0.16470254210339,0.08416028943008,0.05782872303818,0,0,0
Dsim\Dif,FBgn0067525,0.1452464022695,0.73553522537404,0.73553522537404,0,0,0
Dsim\GD16500,FBgn0067526,0.2332407844955,0.09077410722703,0.10032954196473,0,0,0
Dsim\GD16488,FBgn0067529,0.00104873987529,0.01905301442438,0.2797632173391,1,1,0
Dsim\GD18001,FBgn0067531,0.36863793480888,0.4214150847833,0.6277377159413,0,0,0
Dsim\18w,FBgn0067532,,,,0,0,0
Dsim\kappaB-Ras,FBgn0067533,,,,0,0,0
Dsim\wapl,FBgn0068582,0.89087845984769,0.21773904614572,0.5830642749143,0,0,0
Dsim\sws,FBgn0068584,0.99990920520917,0.94642301177588,0.99953361042177,0,0,0
Dsim\shi,FBgn0068585,0.93934873484659,0.39210613621633,0.69261662785319,0,0,0
Dsim\sbr,FBgn0068586,0.00853629352201,0.86669458022426,0.32071485726934,1,0,0
Dsim\mmd,FBgn0068590,0.96666853773809,0.99842313165254,0.98607865910135,0,0,0
Dsim\hop,FBgn0068592,0.39469301677998,0.18148501743746,0.40850716428448,0,0,0
Dsim\GD17182,FBgn0068599,0.99602469400793,0.82049571016429,0.93450054075356,0,0,0
Dsim\GD17138,FBgn0068607,0.86938669244771,0.8265127536451,0.6908208065699,0,0,0
Dsim\GD15892,FBgn0068611,0.41051507455743,0.99225204757726,0.99942768478394,0,0,0
Dsim\GD16017,FBgn0068618,0.49979074853804,0.11629374831714,0.04430609736911,0,0,1
Dsim\GD16657,FBgn0068632,,,,0,0,0
Dsim\Tbh,FBgn0068641,0.25679990112335,0.00958144717455,0.0738849434485,0,1,0
Dsim\Ptp10D,FBgn0068643,0.18071501308165,0.04690078677788,0.59205871061233,0,1,0
Dsim\PGRP-SB2,FBgn0068647,,,,0,0,0
Dsim\PGRP-SB1,FBgn0068648,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\Ntf-2r,FBgn0068651,,,,0,0,0
Dsim\Mct1,FBgn0068654,0.53802295710617,0.7141360346309,0.73066507092166,0,0,0
Dsim\Lim1,FBgn0068655,0.87348518931712,0.38865374092146,0.16111036258079,0,0,0
Dsim\Imp,FBgn0068656,0.00003657114281,0.77449383360246,0.03276684204191,1,0,1
Dsim\HDAC6,FBgn0068659,0.93495166016612,0.09039409398543,0.98441284593858,0,0,0
Dsim\Est-P,FBgn0068661,,,,0,0,0
Dsim\EG:30B8.6,FBgn0068662,0.50182821354298,0.02236924690297,0.5239287949463,0,1,0
Dsim\Cyp6a26,FBgn0068665,0.49302442272044,0.88115153129686,0.01535455706207,0,0,1
Dsim\Cyp4g15,FBgn0068666,0.75675454716635,0.01224116348831,0.41135741367333,0,1,0
Dsim\Crag,FBgn0068668,0.83841015909312,0.51372831450285,0.93751310992627,0,0,0
Dsim\GD15785,FBgn0068670,0.50600203700679,0.14889171270161,0.10781842533364,0,0,0
Dsim\GD15405,FBgn0068671,,,,0,0,0
Dsim\GD17377,FBgn0068672,,,,0,0,0
Dsim\GD17454,FBgn0068673,0.36427660267662,0.36205949053068,0.36205949053067,0,0,0
Dsim\GD17193,FBgn0068674,0.82681950939922,0.21770911125852,0.1074881623918,0,0,0
Dsim\GD16604,FBgn0068685,0.50493039278844,0.02726319213596,3.8668287966792E-7,0,1,1
Dsim\GD24700,FBgn0068686,0.11840408174938,0.06247209454928,0.19486278298135,0,0,0
Dsim\GD16650,FBgn0068687,0.59702266374811,0.77146571909755,0.95650342527851,0,0,0
Dsim\GD17083,FBgn0068689,0.60425477408437,0.05410027416847,0.48263090780967,0,0,0
Dsim\GD16870,FBgn0068694,0.78392498007825,0.82336091438048,0.00251770547054,0,0,1
Dsim\GD24583,FBgn0068696,0.19384769014606,0.50350436573248,0.977996157538,0,0,0
Dsim\GD17174,FBgn0068697,0.13808545646093,0.5370057058236,0.10514294772135,0,0,0
Dsim\GD15836,FBgn0068698,0.19345466926337,0.54492302786416,0.46103535195755,0,0,0
Dsim\BCL7-like,FBgn0068703,0.02736188338987,0.05482145943188,0.40947214632039,1,0,0
Dsim\Axn,FBgn0068704,0.29535723172319,0.30509945792747,0.45700836705033,0,0,0
Dsim\unc-13,FBgn0069472,0.88913092266639,0.9991662058888,0.43537207837041,0,0,0
Dsim\ort,FBgn0069480,0.23727629819928,0.45269842722306,0.06781365332643,0,0,0
Dsim\Rad23,FBgn0069498,0.22864422125671,0.80698932895909,0.67228330566088,0,0,0
Dsim\Pros28.1A,FBgn0069500,,,,0,0,0
Dsim\Acp53C14c,FBgn0069520,,,,0,0,0
Dsim\HLHm3,FBgn0082736,,,,0,0,0
Dsim\HLHmbeta,FBgn0082739,,,,0,0,0
Dsim\GD25294,FBgn0082743,0.20931769157436,0.00777771605886,0.40765642717034,0,1,0
Dsim\GD25287,FBgn0082745,0.64274544839962,0.10357797017027,0.01947468565581,0,0,1
Dsim\GD25286,FBgn0082750,0.2036034426708,0.80930774165181,0.03306299317801,0,0,1
Dsim\GD25297,FBgn0082752,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD11503,FBgn0082753,,,,0,0,0
Dsim\GD25296,FBgn0082754,0.00778071721809,0.00204141591989,0.90690792233198,1,1,0
Dsim\GD11497,FBgn0082755,0.97754076807375,0.92819157845762,0.7316611295717,0,0,0
Dsim\GD11499,FBgn0082756,0.90685812479187,0.45915837168433,0.25001415720506,0,0,0
Dsim\GD25290,FBgn0082758,,,,0,0,0
Dsim\Ate1,FBgn0082760,0.13007598619247,0.9622268291323,0.98475106793213,0,0,0
Dsim\tok,FBgn0083414,0.19068091663783,0.89488801593128,0.99144901918506,0,0,0
Dsim\rut,FBgn0083415,0.99759019666007,0.47381999067837,0.48121383682845,0,0,0
Dsim\mRpS11,FBgn0083416,0.21585335146137,0.26715888880228,0.48282512319724,0,0,0
Dsim\lic,FBgn0083417,0.54647150046906,0.83124158578541,0.19894803871462,0,0,0
Dsim\chic,FBgn0083419,0.02397200625767,0.26112391978472,0.03045691308323,1,0,1
Dsim\Sap-r,FBgn0083425,0.86977082485211,0.48938710051091,0.68465199468774,0,0,0
Dsim\Hf,FBgn0083428,0.72942532876747,0.02488111134774,0.8070625806228,0,1,0
Dsim\ImpL2,FBgn0083431,0.78701182967286,0.96636229073019,0.5329747724137,0,0,0
Dsim\Hrb27C,FBgn0083432,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\Hmgs,FBgn0083433,,,,0,0,0
Dsim\Hk,FBgn0083434,0.00003853011815,0.00001383171237,0.07631122821566,1,1,0
Dsim\Fas2,FBgn0083435,0.14846569443636,0.85012199254193,0.61435352774506,0,0,0
Dsim\ERp60,FBgn0083436,0.11751848020799,0.45648733218241,0.34016408605988,0,0,0
Dsim\GD17354,FBgn0083440,0.28518836933412,0.18955059040527,0.8394512813182,0,0,0
Dsim\GD14730,FBgn0083441,0.79669703914967,0.93149301604977,0.0848306961445,0,0,0
Dsim\GD22186,FBgn0083442,0.50779753347523,0.14584372469672,0.10032261977755,0,0,0
Dsim\GD16059,FBgn0083446,0.25934906101431,0.88951941745858,0.00131268408777,0,0,1
Dsim\GD14244,FBgn0083452,,,,0,0,0
Dsim\GD19887,FBgn0083456,0.47087113342689,0.69737541486907,0.04121002053532,0,0,1
Dsim\GD22299,FBgn0083459,0.11364151551847,0.17436973539039,0.2116749021307,0,0,0
Dsim\GD10684,FBgn0083461,0.4157772018324,0.08063957133199,0.32500951586188,0,0,0
Dsim\GD21558,FBgn0083464,0.08261327863901,0.26304055170785,0.00558763012842,0,0,1
Dsim\GD17470,FBgn0083467,0.47333680113831,0.62803538432592,0.38996825527881,0,0,0
Dsim\GD21426,FBgn0083468,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\CAH1,FBgn0083469,0.4009553254837,0.60381763076061,0.11555892457894,0,0,0
Dsim\Atg9,FBgn0083470,,,,0,0,0
Dsim\Atg5,FBgn0083471,0.92509449386339,0.30860566080887,0.06137593152802,0,0,0
Dsim\AlstR,FBgn0083472,0.92577456649897,0.20772280025276,0.12002142891574,0,0,0
Dsim\Acp54A1,FBgn0083473,,,,0,0,0
Dsim\GD16908,FBgn0084063,0.22476832333164,0.86615624346971,0.17325178397036,0,0,0
Dsim\GD11609,FBgn0084073,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD19598,FBgn0084076,0.65811891566404,0.27071798672653,0.02063346316291,0,0,1
Dsim\GD22095,FBgn0084078,,,,0,0,0
Dsim\Mcm3,FBgn0084108,0.24168375360626,0.2250402973437,0.23122959385128,0,0,0
Dsim\GD25724,FBgn0084111,,,,0,0,0
Dsim\GD14532,FBgn0084138,,,,0,0,0
Dsim\GD23074,FBgn0084168,,,,0,0,0
Dsim\GD13707,FBgn0084221,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\r2d2,FBgn0084228,0.65559361944464,0.49975067556486,0.42509515910199,0,0,0
Dsim\beta4GalT7,FBgn0084229,0.06824232494357,0.04476422286168,0.39176942800052,0,1,0
Dsim\Rh50,FBgn0084321,0.0029664465332,0.66776220593542,0.99543069176685,1,0,0
Dsim\Catsup,FBgn0084332,,,,0,0,0
Dsim\GD19270,FBgn0084335,,,,0,0,0
Dsim\AGO2,FBgn0084451,0.97301295397102,0.7746873916066,0.99672013546097,0,0,0
Dsim\GD24453,FBgn0084524,0.01089132429647,0.19862616164263,0.19862616164263,1,0,0
Dsim\AGO1,FBgn0084546,0.00897137805817,0.45639021328334,0.54090586862064,1,0,0
Dsim\Dcr-2,FBgn0084576,0.93002574071666,0.07208330338229,0.26795289641949,0,0,0
Dsim\Cyp28c1,FBgn0084635,0.16349950479496,0.55897090882115,0.70495327792235,0,0,0
Dsim\Fur2,FBgn0084645,0.00125501575998,0.02926526629837,0.15177542789309,1,1,0
Dsim\GD22528,FBgn0084648,0.33880400833458,0.28214776046257,0.57821814902467,0,0,0
Dsim\CHKov2,FBgn0084777,0.49851486189372,0.02679548590049,0.92210864992879,0,1,0
Dsim\Dcr-1,FBgn0084784,0.7583151090559,0.45289939845787,0.07342693050534,0,0,0
Dsim\GD24188,FBgn0084788,0.34713919293706,0.10056771183225,0.94352908313232,0,0,0
Dsim\loqs,FBgn0084799,0.45446560565869,0.07183944804312,0.58863247095533,0,0,0
Dsim\oxt,FBgn0084802,0.91667404210052,0.52895280544547,0.01547787444725,0,0,1
Dsim\GD12242,FBgn0084820,0.9903623156709,0.50186041615467,0.1632599782992,0,0,0
Dsim\dro5,FBgn0084845,,,,0,0,0
Dsim\Drs,FBgn0084867,,,,0,0,0
Dsim\GD17014,FBgn0084877,,,,0,0,0
Dsim\GD10399,FBgn0084900,,,,0,0,0
Dsim\GD15629,FBgn0084925,0.02728889410553,0.90722913696245,0.02059566559874,1,0,1
Dsim\GD24728,FBgn0084941,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD11482,FBgn0084945,,,,0,0,0
Dsim\GD17180,FBgn0084946,0.19164729740514,0.20731909889899,0.58025421560138,0,0,0
Dsim\GD10612,FBgn0084971,0.30019210632265,0.08516701216036,0.11961449642019,0,0,0
Dsim\GD12549,FBgn0085004,0.57275204803013,0.39534461748882,0.09666056267793,0,0,0
Dsim\GD19379,FBgn0085026,,,,0,0,0
Dsim\GD23783,FBgn0085048,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD11211,FBgn0085074,0.02695638673716,0.72680677662138,0.67320253613705,1,0,0
Dsim\dro4,FBgn0085095,,,,0,0,0
Dsim\GD16131,FBgn0085116,0.56359778486226,0.66750358426353,0.66750358426353,0,0,0
Dsim\GD22974,FBgn0085134,,,,0,0,0
Dsim\GD14139,FBgn0085140,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD20877,FBgn0085141,,,,0,0,0
Dsim\CoVb,FBgn0085859,,,,0,0,0
Dsim\ST6Gal,FBgn0085863,0.42726367991715,0.61383561707172,0.59577508129384,0,0,0
Dsim\GD16432,FBgn0085876,0.0114312929304,0.28794754691545,0.01330666092769,1,0,1
Dsim\GD16508,FBgn0085901,0.72005320921346,0.87675400738986,0.0920300322223,0,0,0
