symbol,gene_id,treatment_splicing_P,time_splicing_P,treatment_over_time_splicing_P,flag_treatment_splicing_P05,flag_time_splicing_P05,flag_trt_over_time_splicing_P05
Dsim\GD23023,FBgn0194414,0.57275204803013,0.39534461748882,0.09666056267793,0,0,0
Dsim\GD23025,FBgn0194416,,,,0,0,0
Dsim\GD23026,FBgn0194417,0.90626741755718,0.30135549210585,0.19553091232675,0,0,0
Dsim\GD23027,FBgn0194418,0.00180915872846,0.01260045916898,0.50742250107393,1,1,0
Dsim\GD23028,FBgn0194419,0.99859207186113,0.18290444340999,0.34863772416269,0,0,0
Dsim\GD23029,FBgn0194420,0.98706646446597,0.68393418836734,0.98055536899687,0,0,0
Dsim\GD23030,FBgn0194421,0.18683996813998,0.31987421853581,0.26192573468009,0,0,0
Dsim\GD23031,FBgn0194422,0.11230099494599,0.3266891177381,0.91729161065794,0,0,0
Dsim\GD23032,FBgn0194423,0.84682407440437,0.42602436731018,0.82861349615907,0,0,0
Dsim\GD23035,FBgn0194426,0.57746351671228,0.63959960498362,0.02507459703368,0,0,1
Dsim\GD23036,FBgn0194427,0.08039578417707,0.47757775711101,0.17707758876309,0,0,0
Dsim\GD23037,FBgn0194428,0.45756469126464,0.12076365556917,0.17868158461934,0,0,0
Dsim\GD23040,FBgn0194431,,,,0,0,0
Dsim\GD23042,FBgn0194433,0.58438484764483,0.46673669030989,0.43872651352195,0,0,0
Dsim\GD23044,FBgn0194435,0.77734341796379,0.79309954548151,0.99747522770047,0,0,0
Dsim\GD23046,FBgn0194437,0.00508160318626,0.07651296607486,0.86919201938247,1,0,0
Dsim\GD23047,FBgn0194438,0.2007852797981,0.48292386128879,0.92112789219703,0,0,0
Dsim\GD23050,FBgn0194441,0.18096246013202,0.58347298846525,0.26257208260502,0,0,0
Dsim\GD23051,FBgn0194442,0.79375318960319,0.70059735482754,0.00001344809224,0,0,1
Dsim\GD23052,FBgn0194443,0.95306680878861,0.25180686377332,0.22129330596053,0,0,0
Dsim\GD23053,FBgn0194444,0.53075904877928,0.97099949872889,0.99301252290356,0,0,0
Dsim\GD23056,FBgn0194447,,,,0,0,0
Dsim\GD23059,FBgn0194450,0.41263121333974,0.02585422455409,0.33821203801094,0,1,0
Dsim\GD23060,FBgn0194451,0.94377179477668,0.42131598361436,0.17705650753562,0,0,0
Dsim\GD23061,FBgn0194452,0.0565590014426,0.78634455267074,0.75041286563328,0,0,0
Dsim\GD23063,FBgn0194454,,,,0,0,0
Dsim\GD23064,FBgn0194455,,,,0,0,0
Dsim\GD23065,FBgn0194456,0.32338443935071,0.05674068610751,0.09122496780812,0,0,0
Dsim\GD23066,FBgn0194457,0.93429247069548,0.39831945839641,0.92430981249624,0,0,0
Dsim\GD23068,FBgn0194459,0.09867803982331,0.44174894502547,0.01420523457389,0,0,1
Dsim\GD23069,FBgn0194460,0.83252989118837,0.30728860838128,0.2157640988356,0,0,0
Dsim\GD23070,FBgn0194461,0.09322841378304,0.62345204264164,0.43045145477537,0,0,0
Dsim\GD23071,FBgn0194462,0.37916511544509,0.47881546005461,0.09190465843302,0,0,0
Dsim\GD23075,FBgn0194465,0.28255117092723,0.00533690998847,0.21253543190691,0,1,0
Dsim\GD23076,FBgn0194466,0.49205860129003,0.28355140719503,0.00063040290765,0,0,1
Dsim\GD23077,FBgn0194467,,,,0,0,0
Dsim\GD23079,FBgn0194469,0.64524850241807,0.02588333264165,0.87399838906784,0,1,0
Dsim\GD23080,FBgn0194470,0.95500298104059,0.79448939384691,0.21034798570932,0,0,0
Dsim\GD23082,FBgn0194472,,,,0,0,0
Dsim\GD23083,FBgn0194473,0.14611940372415,0.00210684812449,0.27419301635201,0,1,0
Dsim\GD23088,FBgn0194478,0.0389838877133,0.51711555426623,0.81196264556206,1,0,0
Dsim\GD23089,FBgn0194479,0.12763912975963,0.38185268958442,0.20615714531112,0,0,0
Dsim\GD23091,FBgn0194481,0.75673326560857,0.01307868635447,0.87538140462108,0,1,0
Dsim\GD23092,FBgn0194482,0.44943768594943,0.94523894518618,0.63464734811384,0,0,0
Dsim\GD23094,FBgn0194484,0.03416277505276,0.07063588237954,0.47382650470269,1,0,0
Dsim\GD23102,FBgn0194492,,,,0,0,0
Dsim\GD23104,FBgn0194494,0.7296025754284,0.84342824872161,0.98326180942767,0,0,0
Dsim\GD23105,FBgn0194495,,,,0,0,0
Dsim\chinmo,FBgn0194496,0.92807165325517,0.61355922946946,0.93324640402242,0,0,0
Dsim\GD23108,FBgn0194498,,,,0,0,0
Dsim\GD23110,FBgn0194500,0.80029639351306,0.24751142293588,0.00865475787068,0,0,1
Dsim\GD23111,FBgn0194501,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23112,FBgn0194502,0.77392145671747,0.49339486909257,0.76380501789186,0,0,0
Dsim\GD23117,FBgn0194507,0.96005322758303,0.83124162948826,0.66300856551492,0,0,0
Dsim\GD23118,FBgn0194508,,,,0,0,0
Dsim\GD23119,FBgn0194509,0.96465632965667,0.97670734994284,0.96431585328425,0,0,0
Dsim\GD23120,FBgn0194510,0.63258392464926,0.43240805744361,0.62674196079093,0,0,0
Dsim\GD23121,FBgn0194511,0.09014990156171,0.3155142581518,0.00400812953731,0,0,1
Dsim\GD23123,FBgn0194513,8.2942508962135E-6,0.33971101388608,0.49645122286253,1,0,0
Dsim\GD23124,FBgn0194514,,,,0,0,0
Dsim\GD23125,FBgn0194515,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23127,FBgn0194517,0.10425891944559,0.8720736176208,0.47207794380426,0,0,0
Dsim\GD23128,FBgn0194518,0.36478910647376,0.38504623924332,0.11578326872754,0,0,0
Dsim\GD23129,FBgn0194519,,,,0,0,0
Dsim\GD23131,FBgn0194521,,,,0,0,0
Dsim\GD23132,FBgn0194522,0.98656199364293,0.24041980440805,0.00108320588398,0,0,1
Dsim\GD23133,FBgn0194523,0.54719075657877,0.37864922287028,0.02137774079481,0,0,1
Dsim\GD23134,FBgn0194524,0.84550691026197,0.45436931750157,0.32166073664274,0,0,0
Dsim\GD23135,FBgn0194525,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23136,FBgn0194526,,,,0,0,0
Dsim\GD23137,FBgn0194527,0.11403573588145,0.08505167500465,0.07066603520404,0,0,0
Dsim\GD23138,FBgn0194528,0.39484867905726,0.12072141828296,0.06756755128318,0,0,0
Dsim\GD23139,FBgn0194529,0.31310367154764,0.05927158640308,0.23059071390385,0,0,0
Dsim\GD23140,FBgn0194530,0.259192715946,0.39225080859632,0.96890838266583,0,0,0
Dsim\GD23141,FBgn0194531,,,,0,0,0
Dsim\GD23147,FBgn0194537,0.22951437706933,0.32684837878656,0.4558378108511,0,0,0
Dsim\GD23148,FBgn0194538,0.01197393870266,0.4308467018215,0.76695212962658,1,0,0
Dsim\GD23149,FBgn0194539,,,,0,0,0
Dsim\GD23150,FBgn0194540,0.32211978689841,0.34122102874544,0.11586650143413,0,0,0
Dsim\GD23152,FBgn0194542,0.95050181461599,0.15535694390941,0.6857907911254,0,0,0
Dsim\GD23153,FBgn0194543,,,,0,0,0
Dsim\GD23154,FBgn0194544,0.96759317791415,0.99198016675927,0.03885349955145,0,0,1
Dsim\GD23155,FBgn0194545,0.33559992133829,0.08022370193655,0.00388725640216,0,0,1
Dsim\GD23159,FBgn0194548,0.73206263985318,0.62888425999893,0.0298676324195,0,0,1
Dsim\GD23161,FBgn0194550,,,,0,0,0
Dsim\GD23162,FBgn0194551,0.92999648225578,0.03179770959226,0.59645178127516,0,1,0
Dsim\GD23163,FBgn0194552,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23172,FBgn0194561,0.41527995778581,0.02240252161801,0.10496336088657,0,1,0
Dsim\GD23174,FBgn0194563,0.99953905392782,0.9991615470746,0.99901688844993,0,0,0
Dsim\GD23175,FBgn0194564,0.30491010721907,0.20249809235041,0.15896492385274,0,0,0
Dsim\GD23176,FBgn0194565,0.07642244918082,0.00007995217764,0.03979769070866,0,1,1
Dsim\GD23177,FBgn0194566,0.56359778486226,0.66750358426355,0.66750358426355,0,0,0
Dsim\GD23178,FBgn0194567,0.54825950242117,0.84711037074546,0.05777210222413,0,0,0
Dsim\GD23180,FBgn0194569,,,,0,0,0
Dsim\GD23181,FBgn0194570,,,,0,0,0
Dsim\GD23182,FBgn0194571,0.56359778486226,0.66750358426353,0.66750358426353,0,0,0
Dsim\GD23183,FBgn0194572,0.4099889739868,0.04511648383116,0.29613331350046,0,1,0
Dsim\GD23188,FBgn0194577,0.7347550621859,0.85211648596375,0.85211648596375,0,0,0
Dsim\GD23189,FBgn0194578,0.70166179397948,0.66477421623449,0.02421057736118,0,0,1
Dsim\GD23191,FBgn0194580,0.17013857131714,0.18251318031602,0.07529312931451,0,0,0
Dsim\GD23192,FBgn0194581,,,,0,0,0
Dsim\GD23193,FBgn0194582,,,,0,0,0
Dsim\GD23194,FBgn0194583,0.88012490175141,0.8935534866915,0.71536550945543,0,0,0
Dsim\GD23195,FBgn0194584,0.5173068629424,0.11542481625649,0.42202754003958,0,0,0
Dsim\GD23196,FBgn0194585,0.09510360448314,0.16641087951488,0.42177309412874,0,0,0
Dsim\GD23197,FBgn0194586,0.1578386519618,0.25453440017555,0.00003494257696,0,0,1
Dsim\GD23198,FBgn0194587,0.02428497879555,0.16538176194209,0.00781493642372,1,0,1
Dsim\GD23200,FBgn0194589,,,,0,0,0
Dsim\GD23201,FBgn0194590,,,,0,0,0
Dsim\GD23203,FBgn0194592,0.13663020928963,0.00139559954029,0.18436389789406,0,1,0
Dsim\GD23204,FBgn0194593,0.78047650257037,0.22305167794344,0.28603870695879,0,0,0
Dsim\GD23206,FBgn0194595,0.08186798593282,0.87062593253942,0.71002284711363,0,0,0
Dsim\GD23207,FBgn0194596,6.1680880618599E-6,0.63873277918707,0.01067331601497,1,0,1
Dsim\GD23208,FBgn0194597,,,,0,0,0
Dsim\GD23212,FBgn0194601,0.71406569682258,0.54094764835798,0.31507409281515,0,0,0
Dsim\GD23213,FBgn0194602,0.2375536398126,0.42629360398722,0.00059596575005,0,0,1
Dsim\GD23219,FBgn0194608,0.56475765561152,0.84806739924863,0.08305171811359,0,0,0
Dsim\GD23225,FBgn0194614,0.0072087127223,0.34907136218688,0.50050037146413,1,0,0
Dsim\GD23228,FBgn0194617,,,,0,0,0
Dsim\GD23230,FBgn0194619,0.51323518852336,0.1166587701498,0.37745379971061,0,0,0
Dsim\GD23232,FBgn0194621,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23233,FBgn0194622,0.87518886735479,0.51291526092963,0.94008230934962,0,0,0
Dsim\GD23234,FBgn0194623,0.05495646087747,0.58678908211019,0.59184407788756,0,0,0
Dsim\GD23238,FBgn0194626,0.34673550412376,0.26948009157519,0.89555306245309,0,0,0
Dsim\GD23240,FBgn0194628,,,,0,0,0
Dsim\GD23241,FBgn0194629,,,,0,0,0
Dsim\GD23242,FBgn0194630,0.49311837529499,0.24992418551179,0.26240184091493,0,0,0
Dsim\GD23245,FBgn0194633,0.30287152299534,0.87289385123947,0.00048605695781,0,0,1
Dsim\GD23246,FBgn0194634,0.02164301450427,0.5050265755687,0.37259280444072,1,0,0
Dsim\GD23247,FBgn0194635,,,,0,0,0
Dsim\GD23248,FBgn0194636,0.09242405281946,0.9916738304449,0.00073549856381,0,0,1
Dsim\GD23250,FBgn0194638,0.44959614305483,0.87396730754409,0.96366422736035,0,0,0
Dsim\GD23251,FBgn0194639,0.62577432434005,0.56219378696697,0.07374048856649,0,0,0
Dsim\GD23253,FBgn0194641,0.38535773923449,0.50923569716259,0.98046702291116,0,0,0
Dsim\GD23254,FBgn0194642,0.98583098417261,5.2634231154154E-6,0.4691633004931,0,1,0
Dsim\GD23256,FBgn0194644,0.63222326127888,0.4537720230372,0.71537986859941,0,0,0
Dsim\GD23257,FBgn0194645,0.46915715403606,0.93056059456497,0.76480555212747,0,0,0
Dsim\GD23260,FBgn0194648,,,,0,0,0
Dsim\GD23262,FBgn0194650,0.88253448749469,0.59021304303414,0.61916122926093,0,0,0
Dsim\GD23268,FBgn0194656,0.30708570835155,0.00643291611584,0.64644169364497,0,1,0
Dsim\GD23272,FBgn0194658,,,,0,0,0
Dsim\GD23274,FBgn0194660,0.95429220112214,0.06162774239972,0.18081169958136,0,0,0
Dsim\GD23276,FBgn0194662,0.99526707195291,0.90964232115697,0.83686249793247,0,0,0
Dsim\GD23277,FBgn0194663,0.9839071562696,0.46843930812531,0.24344851359881,0,0,0
Dsim\GD23279,FBgn0194665,,,,0,0,0
Dsim\GD23282,FBgn0194668,0.10669502545924,0.10032689058884,0.67240841391985,0,0,0
Dsim\GD23283,FBgn0194669,0.01009942752978,0.00176790550009,0.68094824555534,1,1,0
Dsim\GD23285,FBgn0194671,0.57275204803013,0.39534461748882,0.09666056267793,0,0,0
Dsim\GD23288,FBgn0194674,0.45371189577466,0.42706292123552,0.47420608901667,0,0,0
Dsim\GD23290,FBgn0194676,,,,0,0,0
Dsim\GD23291,FBgn0194677,0.35864152527493,0.03538279154637,0.04300051114729,0,1,1
Dsim\GD23297,FBgn0194683,0.33266793869249,0.23907375678222,0.00205995953962,0,0,1
Dsim\GD23298,FBgn0194684,,,,0,0,0
Dsim\GD23299,FBgn0194685,0.8539848224063,0.37308687246691,0.04342856965133,0,0,1
Dsim\GD23300,FBgn0194686,0.06476930729222,0.24965993048831,0.83281239156996,0,0,0
Dsim\GD23301,FBgn0194687,0.99096150942388,0.68767658162006,0.0237703389868,0,0,1
Dsim\GD23302,FBgn0194688,0.93726564586461,0.57878035975881,0.85427260701044,0,0,0
Dsim\GD23305,FBgn0194691,0.3148587606132,0.38101444210755,0.10452888188774,0,0,0
Dsim\GD23306,FBgn0194692,0.33639209058405,0.6085241259317,0.60816690228912,0,0,0
Dsim\GD23308,FBgn0194694,0.81156107892295,0.83641889133863,0.91390984722098,0,0,0
Dsim\GD23309,FBgn0194695,0.94506525028508,0.89424604559391,0.70255310255136,0,0,0
Dsim\GD23310,FBgn0194696,0.48487960619932,0.22847107071276,0.14634626437257,0,0,0
Dsim\GD23312,FBgn0194698,,,,0,0,0
Dsim\GD23313,FBgn0194699,,,,0,0,0
Dsim\GD23314,FBgn0194700,0.47337238148441,0.27114325932036,0.05570709789451,0,0,0
Dsim\GD23315,FBgn0194701,,,,0,0,0
Dsim\GD23317,FBgn0194703,0.25700087473304,0.9993111015673,0.95527071033134,0,0,0
Dsim\GD23318,FBgn0194704,0.07415574967657,0.07967155148767,0.99998988787288,0,0,0
Dsim\GD23319,FBgn0194705,,,,0,0,0
Dsim\GD23321,FBgn0194707,,,,0,0,0
Dsim\GD23322,FBgn0194708,0.96510203786805,0.60644850929725,0.55593632427574,0,0,0
Dsim\GD23326,FBgn0194712,0.15941289748427,0.3237807332186,0.03961431411107,0,0,1
Dsim\GD23328,FBgn0194714,0.03236956039843,0.99963055606838,0.09786618762278,1,0,0
Dsim\GD23329,FBgn0194715,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23331,FBgn0194717,0.99957476197566,0.92069863246828,0.63557578760994,0,0,0
Dsim\GD23332,FBgn0194718,0.39622266602226,0.32976093621173,0.03225516462309,0,0,1
Dsim\GD23333,FBgn0194719,0.66388198142007,0.3207281884347,0.44532117253564,0,0,0
Dsim\GD23334,FBgn0194720,0.00972292361775,0.24044577056917,0.44747441742871,1,0,0
Dsim\GD23335,FBgn0194721,0.32137206634846,0.1816120562032,0.03591978075274,0,0,1
Dsim\GD23336,FBgn0194722,0.1318411252654,0.72152551904758,0.75545332777107,0,0,0
Dsim\GD23340,FBgn0194726,0.61800178580361,0.86583096593975,0.40906467497269,0,0,0
Dsim\GD23341,FBgn0194727,0.13216247651224,0.56989651694719,0.01840593431324,0,0,1
Dsim\GD23342,FBgn0194728,0.06150665630836,0.86999879813053,0.16051374977269,0,0,0
Dsim\GD23345,FBgn0194731,0.02845689506283,0.81246795465,0.08082865387692,1,0,0
Dsim\GD23347,FBgn0194733,,,,0,0,0
Dsim\GD23348,FBgn0194734,,,,0,0,0
Dsim\GD23349,FBgn0194735,0.90497938734825,0.85003124618026,0.37366687879275,0,0,0
Dsim\GD23352,FBgn0194738,0.78391814606368,0.16522918170397,0.33687061380608,0,0,0
Dsim\GD23357,FBgn0194743,0.34603738158338,0.07381612368262,0.88152080836964,0,0,0
Dsim\GD23359,FBgn0194745,0.52401281367076,0.14798612326891,0.00367863015243,0,0,1
Dsim\GD23360,FBgn0194746,,,,0,0,0
Dsim\GD23361,FBgn0194747,0.947792729739,0.52808920497587,0.35851292080422,0,0,0
Dsim\GD23362,FBgn0194748,,,,0,0,0
Dsim\GD23363,FBgn0194749,0.40019280568843,0.98823788224608,0.08643367521774,0,0,0
Dsim\GD23364,FBgn0194750,0.27014480647575,0.58592051340147,0.01198063569556,0,0,1
Dsim\GD23366,FBgn0194752,0.9271986271143,0.59148630341354,0.86351825009371,0,0,0
Dsim\GD23368,FBgn0194754,0.78117731999977,0.26909487018456,0.65997471357918,0,0,0
Dsim\GD23371,FBgn0194756,0.75461205772676,0.26126677207999,0.25104729071035,0,0,0
Dsim\GD23375,FBgn0194760,0.92160117071476,0.56852087669418,0.01728604969129,0,0,1
Dsim\GD23376,FBgn0194761,0.94193462591838,0.35641272727486,0.07404426698414,0,0,0
Dsim\GD23377,FBgn0194762,0.64687493690372,0.07664767479412,0.57885433641006,0,0,0
Dsim\GD23379,FBgn0194764,0.32695940438579,0.67725951503535,0.71335985596625,0,0,0
Dsim\GD23380,FBgn0194765,0.58916970984892,0.27325813585865,0.19331137799831,0,0,0
Dsim\GD23381,FBgn0194766,0.42532267663657,0.73111386915093,0.86005866917621,0,0,0
Dsim\GD23382,FBgn0194767,,,,0,0,0
Dsim\GD23383,FBgn0194768,0.37092355412161,0.82409401516388,0.80028998144688,0,0,0
Dsim\GD23384,FBgn0194769,0.93087339572718,0.89942050066207,0.88715150253672,0,0,0
Dsim\GD23385,FBgn0194770,0.7347550621859,0.85211648596375,0.85211648596375,0,0,0
Dsim\GD23387,FBgn0194772,0.60545105693772,0.00007763391017,0.27995718479642,0,1,0
Dsim\GD23389,FBgn0194774,,,,0,0,0
Dsim\GD23395,FBgn0194780,0.46273045448274,0.51818944424902,0.7855959324459,0,0,0
Dsim\GD23396,FBgn0194781,0.01518146000584,0.25958174557379,0.0068215525293,1,0,1
Dsim\GD23397,FBgn0194782,,,,0,0,0
Dsim\GD23398,FBgn0194783,0.24272259501639,0.02096535165148,0.6677624481382,0,1,0
Dsim\GD23402,FBgn0194787,0.1995637597005,0.75932055446929,0.86580802255713,0,0,0
Dsim\GD23403,FBgn0194788,0.17929514443817,0.1130047375318,0.99828961454735,0,0,0
Dsim\GD23405,FBgn0194790,,,,0,0,0
Dsim\GD23406,FBgn0194791,0.69302264277028,0.32000572817293,0.14388250480242,0,0,0
Dsim\GD23408,FBgn0194793,,,,0,0,0
Dsim\GD23409,FBgn0194794,0.2462206649763,0.0006876464845,0.35299078003124,0,1,0
Dsim\GD23410,FBgn0194795,0.88084726230602,0.17929201110822,0.42192173935638,0,0,0
Dsim\GD23411,FBgn0194796,0.3174422847987,0.47967132062906,0.63353114012062,0,0,0
Dsim\GD23413,FBgn0194798,0.73305123100864,0.71705093647592,0.79955433678069,0,0,0
Dsim\GD23415,FBgn0194800,,,,0,0,0
Dsim\GD23416,FBgn0194801,0.9193469195233,0.00543765946893,0.99364435351517,0,1,0
Dsim\GD23420,FBgn0194803,,,,0,0,0
Dsim\GD23421,FBgn0194804,0.69958910693537,0.01085584251446,0.27068746845217,0,1,0
Dsim\GD23423,FBgn0194806,0.79450431693146,0.30406143198066,0.00942849261556,0,0,1
Dsim\GD23424,FBgn0194807,0.71273161569714,0.5604853062297,0.06199098921035,0,0,0
Dsim\GD23427,FBgn0194810,0.00002092386201,0.30075768972654,0.90280183385242,1,0,0
Dsim\GD23428,FBgn0194811,0.51942109710961,0.47372396476613,0.67228107198301,0,0,0
Dsim\GD23430,FBgn0194813,,,,0,0,0
Dsim\GD23431,FBgn0194814,0.40847905055832,0.99773529976958,0.05075731228661,0,0,0
Dsim\GD23432,FBgn0194815,0.30099043991147,0.67023065294114,0.44924354308954,0,0,0
Dsim\GD23433,FBgn0194816,0.00018519913565,0.59214741493706,0.48990261061774,1,0,0
Dsim\GD23434,FBgn0194817,,,,0,0,0
Dsim\GD23435,FBgn0194818,0.38596060129883,0.68545589903047,0.25839794144267,0,0,0
Dsim\GD23437,FBgn0194820,0.96036559593241,0.20080955798922,0.92655810844601,0,0,0
Dsim\GD23438,FBgn0194821,,,,0,0,0
Dsim\GD23440,FBgn0194822,0.89703080108251,0.50720290689075,0.72326129445692,0,0,0
Dsim\GD23441,FBgn0194823,0.96875285566123,0.05734568817261,0.45038114698341,0,0,0
Dsim\GD23442,FBgn0194824,,,,0,0,0
Dsim\GD23445,FBgn0194827,0.69386344166268,0.65220676912754,0.16186508125238,0,0,0
Dsim\GD23446,FBgn0194828,0.473253522355,0.50445933641828,0.03436269052308,0,0,1
Dsim\GD23447,FBgn0194829,0.67897163286437,0.57405358525421,0.14833178728353,0,0,0
Dsim\GD23448,FBgn0194830,0.98640092777008,0.78935633547291,0.99900136618539,0,0,0
Dsim\GD23451,FBgn0194833,0.5693738675567,0.48907091477978,0.91538286316825,0,0,0
Dsim\GD23452,FBgn0194834,0.68030243026345,0.10115058517745,0.99423745075405,0,0,0
Dsim\GD23455,FBgn0194837,0.70348858745838,0.88121141406291,0.67878581040537,0,0,0
Dsim\GD23465,FBgn0194845,0.96851190529933,0.99782469772171,0.83727175589279,0,0,0
Dsim\GD23468,FBgn0194848,0.90888492992061,0.9837754382342,0.1220023923061,0,0,0
Dsim\GD23469,FBgn0194849,0.49054956731437,0.55735560690027,0.40576128022624,0,0,0
Dsim\GD23471,FBgn0194851,0.83151933369772,0.49237725117996,0.48610965845162,0,0,0
Dsim\GD23472,FBgn0194852,0.30849393089167,0.79958727830778,0.39143452849355,0,0,0
Dsim\GD23473,FBgn0194853,0.8162050770493,2.2955273685712E-7,0.17507083107654,0,1,0
Dsim\GD23475,FBgn0194855,,,,0,0,0
Dsim\GD23477,FBgn0194857,0.76427284714927,0.69946495131389,0.04850054720429,0,0,1
Dsim\GD23479,FBgn0194859,0.64312855761855,0.17875173476062,0.16486793371295,0,0,0
Dsim\GD23482,FBgn0194862,0.00031717107809,0.78962890974973,0.2076411922862,1,0,0
Dsim\GD23484,FBgn0194864,0.00140115895108,0.73057616116308,0.73812239417293,1,0,0
Dsim\GD23485,FBgn0194865,0.46130897065853,0.8956917476029,0.41052527655021,0,0,0
Dsim\GD23488,FBgn0194868,0.42882955888697,0.44062738687679,0.16130638922947,0,0,0
Dsim\GD23490,FBgn0194869,0.09330947490092,0.3000793000582,0.99128438639614,0,0,0
Dsim\GD23491,FBgn0194870,0.22894664721456,0.35248227878,0.72346092130838,0,0,0
Dsim\GD23492,FBgn0194871,0.7347550621859,0.85211648596375,0.85211648596375,0,0,0
Dsim\GD23494,FBgn0194873,,,,0,0,0
Dsim\GD23495,FBgn0194874,0.75154518012874,0.2961699887567,0.10703396724578,0,0,0
Dsim\GD23496,FBgn0194875,,,,0,0,0
Dsim\GD23497,FBgn0194876,0.89800659616716,0.28568955417423,0.66632237854034,0,0,0
Dsim\GD23498,FBgn0194877,0.32626507910614,0.82971167481534,0.66537849316911,0,0,0
Dsim\GD23499,FBgn0194878,0.65229740970837,0.00679254816425,0.74474577060821,0,1,0
Dsim\GD23500,FBgn0194879,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23501,FBgn0194880,0.31510569056448,0.6292067765571,0.23531096323156,0,0,0
Dsim\GD23502,FBgn0194881,,,,0,0,0
Dsim\GD23503,FBgn0194882,0.98299536598513,0.24788518822471,0.00001946454926,0,0,1
Dsim\GD23505,FBgn0194884,0.67245632130427,0.19611408535196,0.08430752640891,0,0,0
Dsim\GD23506,FBgn0194885,0.12020143905552,0.47790844461167,0.63398247296625,0,0,0
Dsim\GD23508,FBgn0194887,0.98804527649416,5.1158730379781E-7,0.40619740193209,0,1,0
Dsim\GD23510,FBgn0194888,0.82728423530008,0.35924355885391,0.88137597046231,0,0,0
Dsim\GD23511,FBgn0194889,0.75942875885185,0.80361870917235,0.66583461717186,0,0,0
Dsim\GD23512,FBgn0194890,0.67825641604982,0.2003347869163,0.98658936194229,0,0,0
Dsim\GD23513,FBgn0194891,0.93142473124531,0.98123235647267,0.40874824360206,0,0,0
Dsim\GD23514,FBgn0194892,0.9648139032682,0.02090249444405,0.22755458802869,0,1,0
Dsim\GD23515,FBgn0194893,,,,0,0,0
Dsim\GD23516,FBgn0194894,,,,0,0,0
Dsim\GD23518,FBgn0194896,0.16800673809342,0.14106822196513,0.14106822196513,0,0,0
Dsim\GD23519,FBgn0194897,0.70078481857977,0.08969252929654,0.81493017170294,0,0,0
Dsim\GD23521,FBgn0194899,0.2420661268273,0.14177821257513,0.00167602479036,0,0,1
Dsim\GD23522,FBgn0194900,0.32096643368955,0.04030211416611,0.4015383706578,0,1,0
Dsim\GD23523,FBgn0194901,0.26637230709272,0.56371944849273,0.83362004696093,0,0,0
Dsim\GD23524,FBgn0194902,0.58662503115363,0.04796569569133,0.6215927819575,0,1,0
Dsim\GD23525,FBgn0194903,0.48646399833061,0.79227578119475,0.1444931609181,0,0,0
Dsim\GD23527,FBgn0194905,0.81200388935965,0.52423404893247,0.00477921959615,0,0,1
Dsim\GD23529,FBgn0194907,0.69281553826115,0.74098887610904,0.70076708328825,0,0,0
Dsim\GD23530,FBgn0194908,0.83013219150249,0.89772706006039,0.39556300396084,0,0,0
Dsim\GD23531,FBgn0194909,0.3862700665607,0.9909890353353,0.53506478779154,0,0,0
Dsim\GD23533,FBgn0194911,0.37146806872667,0.51453795533951,0.00970839280757,0,0,1
Dsim\GD23535,FBgn0194913,0.36675876308599,0.41339458408342,0.49683350780144,0,0,0
Dsim\GD23537,FBgn0194915,0.94533978686842,0.08415602201926,0.26110871307193,0,0,0
Dsim\GD23540,FBgn0194918,0.7515641602023,0.07028547362462,0.06792305047935,0,0,0
Dsim\GD23541,FBgn0194919,0.18247809639252,0.96657385181148,0.46372499706445,0,0,0
Dsim\GD23542,FBgn0194920,,,,0,0,0
Dsim\GD23543,FBgn0194921,0.54780081992854,0.45508431522893,0.04629021016044,0,0,1
Dsim\GD23544,FBgn0194922,,,,0,0,0
Dsim\GD23545,FBgn0194923,0.5742343544611,0.05508497558634,0.01111339315937,0,0,1
Dsim\GD23548,FBgn0194926,,,,0,0,0
Dsim\GD23549,FBgn0194927,0.70672981642917,0.34648621466346,0.36417311117686,0,0,0
Dsim\GD23551,FBgn0194929,0.06853574683167,0.30700568451348,0.1738534550201,0,0,0
Dsim\GD23554,FBgn0194932,0.86163140270507,0.10167095233938,0.96087143474603,0,0,0
Dsim\GD23555,FBgn0194933,0.95678624816294,0.2739261938788,0.94518236891503,0,0,0
Dsim\GD23556,FBgn0194934,0.54544103707271,0.24765144127169,0.23366804989835,0,0,0
Dsim\GD23558,FBgn0194936,0.37193814396166,0.8224521131746,0.12167954277362,0,0,0
Dsim\GD23559,FBgn0194937,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD23560,FBgn0194938,0.26056949989332,0.10707563440448,0.0241512057671,0,0,1
Dsim\GD23563,FBgn0194941,0.15565516675508,0.66043300888305,0.38140894916673,0,0,0
Dsim\GD23574,FBgn0194952,0.38423764682502,0.06584782416351,0.71168130726053,0,0,0
Dsim\GD23575,FBgn0194953,0.84731757142434,0.32221859340215,0.12788163864141,0,0,0
Dsim\GD23579,FBgn0194957,,,,0,0,0
